name,address,city,website,phone,rating,reviews,category,description,activities
SFK - SkinnyFatKids Worldwide Event Management & Brand Agency KL,"C-G-02, Perdana Exclusive Condo Office Suite, 15, Jalan PJU 8/1, Damansara Perdana, 47820 Petaling Jaya, Selangor",Petaling Jaya,https://www.wearesfk.com/,+60 3-7621 8988,5,5,Syarikat Pengurusan Acara,"SFK (SkinnyFatKids) is a worldwide event management and brand agency based in Kuala Lumpur, specializing in integrated event marketing and brand activation campaigns with a creative, youth-oriented approach. As both an event management company and brand agency, they provide comprehensive services combining strategic brand development with experiential event execution, creating engaging corporate events, brand activations, product launches, and marketing campaigns. Their approach emphasizes creative conceptualization and innovative execution designed to connect brands with target audiences through memorable experiences, offering full-service event management from concept through production and post-event analysis.

With a perfect 5-star rating from 5 reviews, SFK has established itself as a creative boutique agency in Damansara Perdana, Petaling Jaya. They serve brands, corporations, and organizations seeking integrated marketing and event solutions with emphasis on youth engagement, creative storytelling, and brand building. Their dual positioning as both event management company and brand agency makes them particularly suitable for organizations needing strategic brand development alongside event execution, especially for campaigns targeting younger demographics or requiring fresh, innovative approaches. SFK is ideal for companies seeking creative event partners who understand brand strategy and can deliver integrated solutions combining marketing consultation, creative direction, and professional event management for impactful brand experiences.","Indoor, Outdoor, Creative, Communication"
ARM Event Industries,"Lot 182P, Jln Kuala Selangor, Sungai Pelong, 47000 Sungai Buloh, Selangor",Sungai Buloh,http://www.armeventindustries.com/,+60 10-206 7536,5,13,Event management company,"ARM Event Industries is a professional event management company based in Sungai Buloh, Selangor, specializing in comprehensive corporate event planning and production services. They provide end-to-end event management solutions for corporate functions, team building activities, conferences, product launches, annual dinners, and organizational celebrations. Their approach emphasizes professional event coordination, creative conceptualization, and seamless execution, offering customized solutions tailored to client objectives and budgets. With expertise in both event planning and technical production, ARM Event Industries delivers integrated services including venue coordination, activity design, logistics management, and professional facilitation for corporate events throughout the Klang Valley.

With a perfect 5-star rating from 13 reviews, ARM Event Industries has built a reputation for reliable event management services in the Sungai Buloh and surrounding Selangor regions. They serve corporate clients, SMEs, and organizations seeking professional event partners who can handle all aspects of event delivery from initial concept through execution. Their location in Sungai Buloh provides convenient access for organizations in northern Klang Valley while serving clients throughout Selangor and Kuala Lumpur. ARM Event Industries is ideal for companies seeking dependable event management partners with proven expertise in corporate event coordination, team building facilitation, and professional event production with attention to detail and quality execution.","Indoor, Outdoor, Creative, Problem Solving, Communication"
Shockwave Sdn Bhd,"off, 14, Jalan Cumarasami, Taman Kaya, Jalan Ipoh, Kuala Lumpur, Federal Territory of Kuala Lumpur",Kuala Lumpur,http://www.shockwave.my/,+60 16-212 8268,5,24,Event management company,"Shockwave Sdn Bhd is a professional event management company based in Kuala Lumpur, specializing in comprehensive corporate event planning and team building solutions. They provide full-service event management covering corporate functions, team building activities, conferences, product launches, annual dinners, and organizational celebrations with emphasis on creative conceptualization and professional execution. Their approach combines strategic event planning with seamless logistics coordination, offering customized solutions designed to meet specific client objectives and deliver memorable experiences. With expertise in both indoor and outdoor events, Shockwave delivers engaging programs that strengthen workplace relationships and enhance team effectiveness.

With a perfect 5-star rating from 24 reviews, Shockwave Sdn Bhd has established strong credibility for delivering quality event management services in Kuala Lumpur and surrounding areas. Located in Taman Kaya along Jalan Ipoh, they serve corporate clients, SMEs, and organizations throughout the Klang Valley seeking reliable event partners with proven expertise in professional event coordination. Their comprehensive service model includes venue sourcing, creative design, activity planning, logistics management, and professional facilitation, making them suitable for organizations looking for integrated event management solutions. Shockwave is ideal for companies seeking experienced event management partners who can deliver impactful corporate events and effective team building programs with professional standards and creative execution.","Indoor, Outdoor, Creative, Problem Solving, Communication"
Laskar Sonas Productions (M) Sdn. Bhd.,"Suite 1606 ,Casa Mila, Jalan Bukit Idaman, Selayang, Batu Caves, 68100, Batu Cav, Selangor, 68100 Kuala Lumpur, Selangor",Kuala Lumpur,http://www.laskarsonas.com/,+60 12-221 2201,4.9,14,Event management company,"Laskar Sonas Productions (M) Sdn. Bhd. is an established event management and production company specializing in comprehensive corporate events, team building activities, and entertainment production services. They provide full-service event management covering corporate functions, team building programs, conferences, product launches, annual dinners, concerts, and organizational celebrations with emphasis on professional production values and creative execution. Their production expertise extends to audio-visual services, entertainment coordination, stage design, and technical production, offering integrated solutions that combine event planning with professional production capabilities for memorable corporate experiences throughout Malaysia.

With an impressive 4.9-star rating from 14 reviews, Laskar Sonas Productions has built credibility for delivering quality event management and production services. Based in Selayang, Batu Caves, they serve corporate clients, government agencies, and organizations throughout Kuala Lumpur, Selangor, and Malaysia seeking professional event partners with strong production capabilities. Their comprehensive service model includes creative conceptualization, event coordination, entertainment production, technical services, and logistics management, making them suitable for organizations requiring both event planning and production expertise. Laskar Sonas Productions is ideal for companies seeking experienced event management partners who can deliver high-production-value corporate events, team building programs, and organizational celebrations with professional standards and creative excellence.","Indoor, Outdoor, Creative, Communication"
MD EVENTS ASIA SDN BHD (1125474-A),"Unit 3A-03, Level 3A, Menara Darussalam, 12, Jalan Pinang, Kuala Lumpur, 50450 W.P, Federal Territory of Kuala Lumpur",W.P,http://www.mdeventsasia.com/,,4.6,23,Event management company,"MD EVENTS ASIA SDN BHD is a comprehensive event management company based in Kuala Lumpur, specializing in corporate event planning, team building activities, and professional event production services. They provide end-to-end event management solutions covering corporate functions, conferences, product launches, annual dinners, team building programs, and organizational celebrations throughout Malaysia. Their approach emphasizes professional coordination, creative conceptualization, and seamless execution, offering customized solutions designed to meet specific client objectives and deliver memorable experiences for organizations of all sizes.

With a solid 4.6-star rating from 23 reviews, MD EVENTS ASIA has built credibility for delivering reliable event management services in the Kuala Lumpur market. Located at Menara Darussalam in the heart of Kuala Lumpur's business district, they serve corporate clients, SMEs, and organizations throughout Malaysia seeking professional event partners. Their comprehensive service model includes venue sourcing, activity design, logistics coordination, technical production, and professional facilitation, making them suitable for organizations looking for integrated event management solutions. MD EVENTS ASIA is ideal for companies seeking experienced event management partners who can deliver quality corporate events and effective team building programs with professional standards and reliable execution.","Indoor, Outdoor, Creative, Problem Solving, Communication"
Team Sound & Light Sdn Bhd,"Lorong 51a/223a, Seksyen 51a, 46100 Petaling Jaya, Selangor",Petaling Jaya,http://www.teamsoundandlight.com/,+60 16-256 7915,5,5,Event management company,"Team Sound & Light Sdn Bhd is a specialized audio-visual and event production company based in Petaling Jaya, providing professional sound and lighting services for corporate events, team building activities, conferences, and organizational celebrations. They specialize in technical event production including sound system installation, lighting design and operation, stage setup, and audio-visual coordination for events of all scales. While their core strength is equipment rental and technical production rather than event planning, their comprehensive audio-visual capabilities make them essential partners for organizations seeking professional production support for corporate team building events, conferences, annual dinners, and large-scale corporate gatherings requiring high-quality sound and lighting.

With a perfect 5-star rating from 5 reviews, Team Sound & Light has built a reputation for reliable technical production services in Petaling Jaya and the Klang Valley. Located in Section 51a, they serve corporate clients, event organizers, and organizations throughout Selangor and Kuala Lumpur needing professional audio-visual support for their events. Their expertise in sound and lighting production ensures events have professional technical standards and production values. Team Sound & Light is ideal for organizations seeking reliable technical production partners to support their team building events and corporate functions with quality sound systems, professional lighting, and experienced technical crews.","Indoor, Outdoor"
SPD Events Asia - Canopy & Marquee Tent Supplier - Selangor KL,"Lot 104, Jalan Kampung Kuala Sungai Baru, Batu 13, 47150 Puchong, Selangor",Puchong,https://www.spdeventsasia.com/,+60 17-304 6716,4.5,8,Tent rental service,"SPD Events Asia is a specialized canopy and marquee tent supplier based in Puchong, Selangor, providing comprehensive outdoor event infrastructure for corporate team building activities, company gatherings, and outdoor celebrations throughout Selangor and Kuala Lumpur. They specialize in tent rental services including canopy tents, marquee structures, and temporary shelter solutions for outdoor events of all sizes. Their services enable organizations to conduct outdoor team building programs, family days, corporate picnics, and outdoor celebrations with proper weather protection and event infrastructure. While focused on tent rental rather than event management, their expertise in outdoor event setup makes them essential partners for organizations planning outdoor corporate activities.

With a solid 4.5-star rating from 8 reviews, SPD Events Asia has built credibility as a reliable tent and canopy supplier in the Puchong and Klang Valley regions. They serve corporate clients, event organizers, and companies conducting outdoor team building activities or corporate events requiring temporary structures and weather protection. Located in Puchong with service coverage throughout Selangor and Kuala Lumpur, they provide essential infrastructure support for outdoor events. SPD Events Asia is ideal for organizations planning outdoor team building programs, company family days, or corporate events requiring professional tent rental, canopy structures, and outdoor event setup services to ensure successful outdoor gatherings regardless of weather conditions.","Outdoor"
Memoires Events Management Sdn Bhd,"No.2, 35, Jalan Sierra 10/2, Bandar 16 Sierra, 47120 Puchong, Selangor",Puchong,http://www.memoiresevents.com/,+60 14-669 2388,4.8,49,Event management company,"Memoires Events Management Sdn Bhd is a professional event management company based in Puchong, Selangor, specializing in comprehensive corporate event planning, team building activities, and celebration management. They provide full-service event management covering corporate functions, team building programs, conferences, product launches, annual dinners, and organizational celebrations with emphasis on creating memorable experiences. Their approach combines creative event conceptualization with professional execution, offering customized solutions tailored to client objectives, budgets, and organizational culture. With expertise in both event planning and coordination, Memoires Events delivers integrated services designed to strengthen workplace relationships and create lasting impressions for corporate clients.

With a solid 4.8-star rating from 49 reviews, Memoires Events Management has established strong credibility for delivering quality event management services in Puchong and the surrounding Klang Valley regions. Based in Bandar 16 Sierra, they serve corporate clients, SMEs, and organizations throughout Selangor and Kuala Lumpur seeking professional event partners who can handle all aspects of event delivery. Their comprehensive service portfolio includes venue coordination, activity design, logistics management, creative design, and professional facilitation, making them suitable for organizations looking for reliable event management solutions. Memoires Events is ideal for companies seeking experienced event management partners who can deliver memorable corporate events and effective team building programs with attention to detail and professional execution.","Indoor, Outdoor, Creative, Problem Solving, Communication"
Suasana Klasik Canopy & Event,"Seksyen 1, 4, Jalan Gapi 1c/5, Antara Gapi, 48200 Serendah, Selangor",Serendah,,+60 13-666 6646,4,4,Event planner,"Suasana Klasik Canopy & Event is an event planning and canopy rental service based in Serendah, Selangor, specializing in outdoor event setup and corporate gathering infrastructure. They provide comprehensive canopy and tent rental services combined with event planning support for corporate team building activities, company functions, outdoor celebrations, and organizational gatherings. Their services enable organizations to conduct outdoor events with proper infrastructure, weather protection, and professional event setup. Beyond canopy rental, they offer event planning assistance to help organizations coordinate successful outdoor team building programs and corporate events in Selangor and surrounding regions.

With a 4.0-star rating from 4 reviews, Suasana Klasik serves corporate clients and organizations in Serendah, Selangor, and the northern Klang Valley seeking outdoor event infrastructure and planning support. Located in Serendah, they provide convenient access for organizations planning outdoor events in northern Selangor and surrounding areas. Their combination of canopy rental with event planning services makes them suitable for companies conducting outdoor team building activities, company picnics, family days, or corporate celebrations requiring tent structures and event coordination support. Suasana Klasik is ideal for organizations seeking local event planning partners in the Serendah region who can provide both outdoor event infrastructure and planning assistance for successful corporate gatherings.","Outdoor, Creative"
Adrianas Idea - Event Management | Activation Specialist,"Bandar Seri Coalfields, 12, Jalan BSC 2C/3, 47000 Sungai Buloh, Selangor",Sungai Buloh,,+60 17-653 0007,5,4,Event management company,"Adrianas Idea is a specialized event management and brand activation company based in Sungai Buloh, Selangor, focusing on creative event conceptualization and activation campaigns for corporate clients. They specialize in brand activation events, experiential marketing, corporate event management, and team building activities with emphasis on innovative concepts and engaging execution. Their activation specialist expertise makes them particularly suited for organizations seeking creative approaches to corporate events, product launches, roadshows, and team building programs that emphasize brand engagement and memorable experiences. They combine strategic event planning with activation marketing to create impactful corporate experiences.

With a perfect 5-star rating from 4 reviews, Adrianas Idea has demonstrated strong client satisfaction despite being a boutique operation. Based in Sungai Buloh's Bandar Seri Coalfields, they serve corporate clients, brands, and organizations throughout Selangor and the Klang Valley seeking creative event management partners with activation expertise. Their specialization in brand activation makes them ideal for organizations planning product launches, marketing events, roadshow activations, or team building activities that incorporate brand messaging and experiential marketing elements. Adrianas Idea is suitable for companies seeking innovative event management partners who can deliver creative activation campaigns and engaging corporate events with strategic brand integration.","Indoor, Outdoor, Creative, Communication"
FGNC Event Management (M) Sdn Bhd,"Wisma Manjalara, Bandar Menjalara, 52200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",Kuala Lumpur,http://www.fgnc.com.my/,+60 3-6277 2441,3.7,12,Event management company,"FGNC Event Management (M) Sdn Bhd is an established event management company based in Kuala Lumpur, providing corporate event planning and team building services for organizations throughout Malaysia. They specialize in comprehensive event management covering corporate functions, conferences, team building activities, product launches, annual dinners, and organizational celebrations. Their approach emphasizes professional event coordination and reliable execution, offering event management solutions designed to meet client objectives and budgets. With experience serving corporate clients, they provide event planning services that address various organizational needs from team development to corporate celebrations.

With a 3.7-star rating from 12 reviews, FGNC Event Management serves corporate clients and organizations in Kuala Lumpur and surrounding areas. Located at Wisma Manjalara in Bandar Menjalara, they provide event management services throughout the Klang Valley and Malaysia. Their service model includes event planning, coordination, and execution support for organizations seeking event management partners. FGNC is suitable for companies looking for established event management providers in Kuala Lumpur who can deliver corporate event planning and team building coordination services for various organizational functions and celebrations throughout Malaysia.","Indoor, Outdoor, Creative, Problem Solving, Communication"
Quorse | Team Building | Strategic Management Courses | Leadership Training,"Suite 302, Level 3, Menara PJ, Amcorp Trade Centre, 18, Persiaran Barat, Pjs 52, 46050 Petaling Jaya, Selangor",Petaling Jaya,https://quorse.com/,+60 11-1091 1066,4.9,211,Training center,"Quorse is a comprehensive corporate training center specializing in team building, strategic management courses, and leadership training programs for organizations throughout Malaysia. They offer integrated training solutions combining team building activities with professional development courses designed to enhance team effectiveness, strategic thinking, and leadership capabilities. Their programs address critical organizational needs including team cohesion, strategic management skills, leadership development, communication enhancement, and problem-solving capabilities through structured training methodologies. Beyond team building, their strategic management and leadership courses provide organizations with comprehensive talent development solutions that build both team dynamics and individual leadership competencies.

With an impressive 4.9-star rating from 211 reviews, Quorse has established significant credibility as a professional training provider in Petaling Jaya and Malaysia. Based at Menara PJ in Amcorp Trade Centre, they serve corporate clients, multinationals, SMEs, and government agencies seeking integrated training solutions that combine team building with management and leadership development. Their comprehensive approach makes them ideal for organizations seeking training partners who can deliver both team bonding experiences and substantive professional development programs. Quorse is suitable for companies prioritizing holistic team development that addresses both team dynamics and individual leadership capabilities through structured, professional training programs with proven outcomes.","Indoor, Outdoor, Problem Solving, Communication"
MTMT Studios,"55B, Jln SS 24/8, Taman Megah, 47301 Petaling Jaya, Selangor",Petaling Jaya,http://mtmt-studios.com/,+60 13-906 2795,4.8,44,Art school,"MTMT Studios is a creative art school and workshop provider based in Petaling Jaya, offering artistic team building experiences and creative workshops for corporate clients and organizations. They specialize in art-based team building activities including painting workshops, creative art sessions, craft-making classes, and hands-on artistic experiences designed to foster creativity, collaboration, and team bonding through artistic expression. Their approach emphasizes creative exploration and collaborative art-making as vehicles for team development, providing alternative team building experiences that engage participants through artistic activities rather than traditional physical or outdoor challenges. MTMT Studios offers unique creative team building that develops artistic skills while strengthening workplace relationships.

With a solid 4.8-star rating from 44 reviews, MTMT Studios has built credibility as a creative workshop provider in Petaling Jaya's Taman Megah area. They serve corporate teams, organizations, and groups throughout the Klang Valley seeking creative, arts-focused team building alternatives. Their art school background brings professional artistic instruction to corporate team building, making them ideal for organizations seeking unique, creativity-focused team bonding experiences. MTMT Studios is suitable for companies looking for innovative team building alternatives that develop creative thinking, artistic expression, and collaborative problem-solving through painting, art-making, and creative workshops in a supportive, studio environment that encourages experimentation and team connection through shared artistic creation.","Indoor, Creative, Communication, Problem Solving"
Core Apex Training,"Unit A – 2 – 13, Pinnacle, Jalan SS 7/26, Kelana Jaya, 47301 Petaling Jaya, Selangor",Petaling Jaya,https://cateambuilding.com/,+60 13-535 7883,5,263,Training center,"Core Apex Training is a professional training center specializing in corporate team building and professional development programs designed to enhance team effectiveness, leadership capabilities, and organizational performance. They offer comprehensive team building solutions combined with training courses that address critical workplace skills including communication, problem-solving, leadership development, and team collaboration. Their integrated approach provides organizations with both team bonding experiences and substantive skills training, delivering measurable improvements in team dynamics and individual capabilities. Core Apex Training emphasizes experiential learning methodologies that translate team building activities into practical workplace applications, creating lasting behavioral change beyond one-time events.

With a perfect 5-star rating from an impressive 263 reviews, Core Apex Training has established exceptional credibility as a premier training provider in Petaling Jaya and throughout Malaysia. Based at Pinnacle in Kelana Jaya, they serve corporate clients, multinationals, SMEs, and government agencies seeking professional team building and training solutions with proven track records. Their outstanding review count and perfect rating demonstrate consistent delivery of quality programs and client satisfaction. Core Apex Training is ideal for organizations seeking experienced training partners who can deliver both engaging team building experiences and professional development programs that create tangible improvements in team performance, leadership skills, and organizational effectiveness through structured, professionally facilitated training interventions.","Indoor, Outdoor, Problem Solving, Communication"
Milestone Production - Event & Conference Specialist!,"Jaya One, The School Unit 100–7.051, Block J, Jln Profesor Diraja Ungku Aziz, Seksyen 13, 46200 Petaling Jaya, Selangor",Petaling Jaya,http://www.milestone-production.com/,+60 3-7932 1001,3.9,27,Event planner,"Milestone Production is an event and conference specialist based in Petaling Jaya, focusing on professional event planning and production services for corporate conferences, seminars, team building activities, and organizational gatherings. They specialize in conference management including venue coordination, technical production, speaker management, and logistics coordination for professional conferences and corporate seminars. Beyond conferences, their event planning services extend to team building programs, corporate functions, product launches, and organizational celebrations, offering comprehensive event coordination from concept through execution. Their expertise in both event planning and conference production makes them suitable for organizations seeking integrated solutions for professional corporate events.

With a 3.9-star rating from 27 reviews, Milestone Production serves corporate clients and organizations in Petaling Jaya and throughout Malaysia. Located at Jaya One in Petaling Jaya's Section 13, they provide convenient access for Klang Valley organizations while serving clients nationwide. Their conference specialist positioning makes them particularly suited for organizations planning professional conferences, seminars, training events, and corporate gatherings requiring experienced event coordination and production support. Milestone Production is ideal for companies seeking event planning partners with conference expertise who can deliver professional corporate events, team building programs, and organizational functions with comprehensive coordination and production capabilities throughout Malaysia.","Indoor, Outdoor, Creative, Problem Solving, Communication"
